chrom,chromStart,chromEnd,name,score,strand,thickStart,thickEnd,itemRgb,blockCount,blockstart,blockSizes,blockStarts,blackend,start,end,Intron,severity
21321ref,605,913,JUNC00000010,1,+,605,913,255;0;0,2,127,23,0,285,732,890,158,1
21321ref,685,1018,JUNC00000009,10,+,685,1018,255;0;0,2,32,147,0,186,717,871,154,1
21321ref,1265,1606,JUNC00000041,9,+,1265,1606,255;0;0,2,146,41,0,300,1411,1565,154,1
21321ref,1001,1438,JUNC00000033,14,+,1001,1438,255;0;0,2,147,143,0,294,1148,1295,147,1
21321ref,6028,6375,JUNC00000120,15,+,6028,6375,255;0;0,2,146,58,0,289,6174,6317,143,1
21321ref,526,817,JUNC00000004,1,+,526,817,255;0;0,2,8,143,0,148,534,674,140,1
21321ref,2351,2640,JUNC00000066,1,+,2351,2640,255;0;0,2,140,11,0,278,2491,2629,138,1
21321ref,4572,5003,JUNC00000098,3,+,4572,5003,255;0;0,2,149,145,0,286,4721,4858,137,1
21321ref,8367,8803,JUNC00000163,1586,+,8367,8803,255;0;0,2,150,149,0,287,8517,8654,137,1
21321ref,4412,4742,JUNC00000097,22,-,4412,4742,255;0;0,2,127,68,0,262,4539,4674,135,1
21321ref,3960,4384,JUNC00000087,9,-,3960,4384,255;0;0,2,147,144,0,280,4107,4240,133,1
21321ref,7714,7970,JUNC00000153,2,-,7714,7970,255;0;0,2,115,8,0,248,7829,7962,133,1
21321ref,3960,4388,JUNC00000088,4,-,3960,4388,255;0;0,2,149,148,0,280,4109,4240,131,1
21321ref,2209,2633,JUNC00000064,3,-,2209,2633,255;0;0,2,149,147,0,277,2358,2486,128,1
21321ref,6829,7168,JUNC00000130,2,+,6829,7168,255;0;0,2,74,146,0,193,6903,7022,119,1
21321ref,1909,2294,JUNC00000058,649,+,1909,2294,255;0;0,2,125,144,0,241,2034,2150,116,1
21321ref,7629,7993,JUNC00000149,2,-,7629,7993,255;0;0,2,147,102,0,262,7776,7891,115,1
21321ref,7637,8036,JUNC00000150,4,+,7637,8036,255;0;0,2,142,142,0,257,7779,7894,115,1
21321ref,4740,5028,JUNC00000103,2,+,4740,5028,255;0;0,2,75,101,0,187,4815,4927,112,1
21321ref,720,980,JUNC00000017,7,+,720,980,255;0;0,2,63,88,0,172,783,892,109,1
21321ref,2943,3210,JUNC00000081,3,+,2943,3210,255;0;0,2,145,14,0,253,3088,3196,108,1
21321ref,1295,1546,JUNC00000042,2,-,1295,1546,255;0;0,2,143,8,0,243,1438,1538,100,1
21321ref,1382,1692,JUNC00000044,2,+,1382,1692,255;0;0,2,83,127,0,183,1465,1565,100,1
21321ref,2679,3067,JUNC00000075,9,+,2679,3067,255;0;0,2,144,148,0,240,2823,2919,96,1
21321ref,2390,2637,JUNC00000067,16,-,2390,2637,255;0;0,2,146,8,0,239,2536,2629,93,1
21321ref,5740,5984,JUNC00000112,1,+,5740,5984,255;0;0,2,101,50,0,194,5841,5934,93,1
21321ref,1478,1701,JUNC00000046,3,+,1478,1701,255;0;0,2,70,63,0,160,1548,1638,90,1
21321ref,852,1092,JUNC00000025,12,+,852,1092,255;0;0,2,144,8,0,232,996,1084,88,1
21321ref,1722,1960,JUNC00000050,2,-,1722,1960,255;0;0,2,29,122,0,116,1751,1838,87,1
21321ref,7346,7699,JUNC00000139,6,+,7346,7699,255;0;0,2,148,118,0,235,7494,7581,87,1
21321ref,1749,2048,JUNC00000054,20,-,1749,2048,255;0;0,2,77,136,0,163,1826,1912,86,1
21321ref,8765,9121,JUNC00000165,62,+,8765,9121,255;0;0,2,150,124,0,232,8915,8997,82,1
21321ref,2581,2806,JUNC00000070,1,+,2581,2806,255;0;0,2,89,55,0,170,2670,2751,81,1
21321ref,484,734,JUNC00000007,5,+,484,734,255;0;0,2,124,46,0,204,608,688,80,1
21321ref,2264,2375,JUNC00000061,1,-,2264,2375,255;0;0,2,8,26,0,85,2272,2349,77,1
21321ref,5958,6189,JUNC00000117,12,+,5958,6189,255;0;0,2,147,8,0,223,6105,6181,76,1
21321ref,1647,1973,JUNC00000049,15,-,1647,1973,255;0;0,2,104,147,0,179,1751,1826,75,1
21321ref,2701,2963,JUNC00000077,14,-,2701,2963,255;0;0,2,147,40,0,222,2848,2923,75,1
21321ref,1785,1944,JUNC00000055,2,-,1785,1944,255;0;0,2,55,30,0,129,1840,1914,74,1
21321ref,1685,2008,JUNC00000052,2,+,1685,2008,255;0;0,2,108,142,0,181,1793,1866,73,1
21321ref,2437,2764,JUNC00000068,11,+,2437,2764,255;0;0,2,143,112,0,215,2580,2652,72,1
21321ref,4249,4474,JUNC00000091,2,+,4249,4474,255;0;0,2,8,145,0,80,4257,4329,72,1
21321ref,9831,10117,JUNC00000185,10,+,9831,10117,255;0;0,2,67,147,0,139,9898,9970,72,1
21321ref,6746,7108,JUNC00000129,5,-,6746,7108,255;0;0,2,146,146,0,216,6892,6962,70,1
21321ref,8928,9245,JUNC00000170,51,+,8928,9245,255;0;0,2,102,145,0,172,9030,9100,70,1
21321ref,1693,1913,JUNC00000051,1,-,1693,1913,255;0;0,2,76,75,0,145,1769,1838,69,1
21321ref,5101,5321,JUNC00000106,2,+,5101,5321,255;0;0,2,101,50,0,170,5202,5271,69,1
21321ref,1780,1990,JUNC00000053,4,+,1780,1990,255;0;0,2,44,98,0,112,1824,1892,68,1
21321ref,4292,4652,JUNC00000095,4,+,4292,4652,255;0;0,2,147,145,0,215,4439,4507,68,1
21321ref,8989,9316,JUNC00000173,6,+,8989,9316,255;0;0,2,131,128,0,199,9120,9188,68,1
21321ref,7362,7728,JUNC00000140,454,-,7362,7728,255;0;0,2,149,150,0,216,7511,7578,67,1
21321ref,8810,9174,JUNC00000169,2,+,8810,9174,255;0;0,2,150,150,0,214,8960,9024,64,1
21321ref,605,850,JUNC00000008,29,+,605,850,255;0;0,2,33,149,0,96,638,701,63,1
21321ref,954,1166,JUNC00000030,11,-,954,1166,255;0;0,2,145,8,0,204,1099,1158,59,1
21321ref,4428,4698,JUNC00000096,39,-,4428,4698,255;0;0,2,69,143,0,127,4497,4555,58,1
21321ref,819,1083,JUNC00000020,28,+,819,1083,255;0;0,2,59,148,0,116,878,935,57,1
21321ref,956,1288,JUNC00000031,2017,-,956,1288,255;0;0,2,145,130,0,202,1101,1158,57,1
21321ref,5948,6036,JUNC00000113,1,+,5948,6036,255;0;0,2,17,14,0,74,5965,6022,57,1
21321ref,6010,6261,JUNC00000119,4,-,6010,6261,255;0;0,2,134,63,0,188,6144,6198,54,1
21321ref,825,1171,JUNC00000024,52,+,825,1171,255;0;0,2,144,149,0,197,969,1022,53,1
21321ref,1761,1989,JUNC00000056,3,-,1761,1989,255;0;0,2,99,77,0,151,1860,1912,52,1
21321ref,6793,6996,JUNC00000128,1,-,6793,6996,255;0;0,2,47,104,0,99,6840,6892,52,1
21321ref,9958,10164,JUNC00000187,9,+,9958,10164,255;0;0,2,145,9,0,197,10103,10155,52,1
21321ref,5826,6030,JUNC00000114,6,-,5826,6030,255;0;0,2,146,8,0,196,5972,6022,50,1
21321ref,4919,5159,JUNC00000104,4,-,4919,5159,255;0;0,2,46,147,0,93,4965,5012,47,1
21321ref,8304,8515,JUNC00000162,20,+,8304,8515,255;0;0,2,145,19,0,192,8449,8496,47,1
21321ref,8909,9251,JUNC00000171,4,-,8909,9251,255;0;0,2,147,148,0,194,9056,9103,47,1
21321ref,5687,5890,JUNC00000109,672,-,5687,5890,255;0;0,2,8,149,0,54,5695,5741,46,1
21321ref,3733,4043,JUNC00000085,2,+,3733,4043,255;0;0,2,117,149,0,161,3850,3894,44,1
21321ref,7724,7917,JUNC00000152,9,-,7724,7917,255;0;0,2,82,68,0,125,7806,7849,43,1
21321ref,7502,7839,JUNC00000142,5,-,7502,7839,255;0;0,2,147,148,0,189,7649,7691,42,1
21321ref,599,877,JUNC00000012,6,-,599,877,255;0;0,2,145,92,0,186,744,785,41,1
21321ref,4618,4820,JUNC00000101,2,+,4618,4820,255;0;0,2,147,16,0,186,4765,4804,39,1
21321ref,7513,7717,JUNC00000144,3,+,7513,7717,255;0;0,2,147,18,0,186,7660,7699,39,1
21321ref,4249,4444,JUNC00000090,13,+,4249,4444,255;0;0,2,8,149,0,46,4257,4295,38,1
21321ref,2150,2389,JUNC00000062,4,+,2150,2389,255;0;0,2,141,62,0,177,2291,2327,36,1
21321ref,7514,7841,JUNC00000143,14,+,7514,7841,255;0;0,2,146,145,0,182,7660,7696,36,1
21321ref,9008,9215,JUNC00000175,238,-,9008,9215,255;0;0,2,150,21,0,186,9158,9194,36,1
21321ref,946,1274,JUNC00000029,3,+,946,1274,255;0;0,2,149,146,0,182,1095,1128,33,1
21321ref,1236,1564,JUNC00000038,6,+,1236,1564,255;0;0,2,147,148,0,180,1383,1416,33,1
21321ref,1384,1587,JUNC00000045,2,-,1384,1587,255;0;0,2,146,24,0,179,1530,1563,33,1
21321ref,6086,6415,JUNC00000122,121,-,6086,6415,255;0;0,2,150,146,0,183,6236,6269,33,1
21321ref,8987,9315,JUNC00000174,29,-,8987,9315,255;0;0,2,149,147,0,181,9136,9168,32,1
21321ref,4237,4426,JUNC00000092,84,-,4237,4426,255;0;0,2,115,44,0,145,4352,4382,30,1
21321ref,6106,6430,JUNC00000124,5,+,6106,6430,255;0;0,2,149,146,0,178,6255,6284,29,1
21321ref,7872,8053,JUNC00000158,11,+,7872,8053,255;0;0,2,143,9,0,172,8015,8044,29,1
21321ref,6241,6420,JUNC00000123,1,+,6241,6420,255;0;0,2,8,143,0,36,6249,6277,28,1
21321ref,7848,8043,JUNC00000155,2,+,7848,8043,255;0;0,2,18,149,0,46,7866,7894,28,1
21321ref,10021,10211,JUNC00000189,2,+,10021,10211,255;0;0,2,143,19,0,171,10164,10192,28,1
21321ref,10026,10255,JUNC00000190,1788,-,10026,10255,255;0;0,2,150,51,0,178,10176,10204,28,1
21321ref,3132,3433,JUNC00000083,92,-,3132,3433,255;0;0,2,125,149,0,152,3257,3284,27,1
21321ref,3023,3238,JUNC00000082,104,+,3023,3238,255;0;0,2,148,42,0,173,3171,3196,25,1
21321ref,7600,7776,JUNC00000145,1,+,7600,7776,255;0;0,2,74,77,0,99,7674,7699,25,1
21321ref,899,1150,JUNC00000027,4,-,899,1150,255;0;0,2,127,103,0,148,1026,1047,21,1
21321ref,9585,9901,JUNC00000183,2,-,9585,9901,255;0;0,2,145,150,0,166,9730,9751,21,1
21321ref,5569,5764,JUNC00000108,2,-,5569,5764,255;0;0,2,26,149,0,46,5595,5615,20,1
21321ref,7797,7967,JUNC00000157,1,-,7797,7967,255;0;0,2,119,32,0,138,7916,7935,19,1
21321ref,1272,1441,JUNC00000036,2,+,1272,1441,255;0;0,2,48,103,0,66,1320,1338,18,1
21321ref,4742,4827,JUNC00000100,1,+,4742,4827,255;0;0,2,23,44,0,41,4765,4783,18,1
21321ref,9031,9205,JUNC00000177,6,+,9031,9205,255;0;0,2,148,8,0,166,9179,9197,18,1
21321ref,7963,8242,JUNC00000159,27,-,7963,8242,255;0;0,2,149,113,0,166,8112,8129,17,1
21321ref,8771,9079,JUNC00000166,19,-,8771,9079,255;0;0,2,146,146,0,162,8917,8933,16,1
21321ref,9078,9275,JUNC00000178,28,+,9078,9275,255;0;0,2,144,38,0,159,9222,9237,15,1
21321ref,9992,10172,JUNC00000188,4,+,9992,10172,255;0;0,2,145,20,0,160,10137,10152,15,1
21321ref,861,1078,JUNC00000021,3,-,861,1078,255;0;0,2,57,146,0,71,918,932,14,1
21321ref,4159,4418,JUNC00000089,28,+,4159,4418,255;0;0,2,98,147,0,112,4257,4271,14,1
21321ref,1457,1727,JUNC00000047,100,+,1457,1727,255;0;0,2,148,109,0,161,1605,1618,13,1
21321ref,5709,5896,JUNC00000111,3,+,5709,5896,255;0;0,2,132,42,0,145,5841,5854,13,1
21321ref,2112,2297,JUNC00000059,3,+,2112,2297,255;0;0,2,24,150,0,35,2136,2147,11,1
21321ref,6015,6276,JUNC00000118,49,-,6015,6276,255;0;0,2,100,150,0,111,6115,6126,11,1
21321ref,800,1075,JUNC00000022,6,-,800,1075,255;0;0,2,143,122,0,153,943,953,10,1
21321ref,7709,8017,JUNC00000154,6,+,7709,8017,255;0;0,2,148,150,0,158,7857,7867,10,1
21321ref,305,484,JUNC00000002,12,+,305,484,255;0;0,2,149,21,0,158,454,463,9,1
21321ref,1239,1544,JUNC00000039,21,-,1239,1544,255;0;0,2,147,149,0,156,1386,1395,9,1
21321ref,9031,9196,JUNC00000176,3,+,9031,9196,255;0;0,2,148,8,0,157,9179,9188,9,1
21321ref,1001,1209,JUNC00000034,1191,-,1001,1209,255;0;0,2,149,51,0,157,1150,1158,8,1
21321ref,824,1126,JUNC00000023,1140,+,824,1126,255;0;0,2,145,150,0,152,969,976,7,1
21321ref,8283,8552,JUNC00000160,3,+,8283,8552,255;0;0,2,148,114,0,155,8431,8438,7,1
21321ref,973,1275,JUNC00000032,19,+,973,1275,255;0;0,2,149,147,0,155,1122,1128,6,1
21321ref,4237,4422,JUNC00000094,556,-,4237,4422,255;0;0,2,145,34,0,151,4382,4388,6,1
21321ref,6069,6233,JUNC00000121,7,+,6069,6233,255;0;0,2,150,8,0,156,6219,6225,6,1
21321ref,7539,7835,JUNC00000146,6,-,7539,7835,255;0;0,2,146,144,0,152,7685,7691,6,1
21321ref,8952,9156,JUNC00000172,4,-,8952,9156,255;0;0,2,150,48,0,156,9102,9108,6,1
21321ref,1244,1548,JUNC00000040,25,+,1244,1548,255;0;0,2,149,150,0,154,1393,1398,5,1
21321ref,5990,6200,JUNC00000116,28,+,5990,6200,255;0;0,2,60,145,0,65,6050,6055,5,1
21321ref,7425,7728,JUNC00000141,7,-,7425,7728,255;0;0,2,148,150,0,153,7573,7578,5,1
21321ref,7727,8027,JUNC00000156,8,-,7727,8027,255;0;0,2,148,147,0,153,7875,7880,5,1
21321ref,8825,9078,JUNC00000168,36024,+,8825,9078,255;0;0,2,98,150,0,103,8923,8928,5,1
21321ref,9478,9644,JUNC00000181,2,+,9478,9644,255;0;0,2,149,12,0,154,9627,9632,5,1
21890ref,952,9355,JUNC00000029,25,-,952,9355,255;0;0,2,149,67,0,8336,1101,9288,8187,1
21890ref,1112,9279,JUNC00000039,1,+,1112,9279,255;0;0,2,109,42,0,8125,1221,9237,8016,1
21890ref,871,9083,JUNC00000025,8,+,871,9083,255;0;0,2,144,86,0,8126,1015,8997,7982,1
21890ref,1285,9251,JUNC00000042,1,-,1285,9251,255;0;0,2,58,93,0,7873,1343,9158,7815,1
21890ref,976,9078,JUNC00000031,14585,+,976,9078,255;0;0,2,140,150,0,7952,1116,8928,7812,1
21890ref,997,8923,JUNC00000035,9,+,997,8923,255;0;0,2,149,38,0,7888,1146,8885,7739,1
21890ref,1234,8313,JUNC00000044,11,+,1234,8313,255;0;0,2,119,148,0,6931,1353,8165,6812,1
21890ref,1005,7700,JUNC00000038,17,-,1005,7700,255;0;0,2,149,149,0,6546,1154,7551,6397,1
21890ref,2239,8421,JUNC00000070,5887,+,2239,8421,255;0;0,2,149,8,0,6174,2388,8413,6025,1
21890ref,1899,8192,JUNC00000065,7,-,1899,8192,255;0;0,2,148,145,0,6148,2047,8047,6000,1
21890ref,2418,8438,JUNC00000077,18,+,2418,8438,255;0;0,2,147,122,0,5898,2565,8316,5751,1
21890ref,974,6256,JUNC00000033,801,+,974,6256,255;0;0,2,148,117,0,5165,1122,6139,5017,1
21890ref,1324,6237,JUNC00000045,3,-,1324,6237,255;0;0,2,43,147,0,4766,1367,6090,4723,1
21890ref,1235,6176,JUNC00000046,4,+,1235,6176,255;0;0,2,148,70,0,4871,1383,6106,4723,1
21890ref,4537,9061,JUNC00000113,3,+,4537,9061,255;0;0,2,147,148,0,4376,4684,8913,4229,1
21890ref,4624,9077,JUNC00000114,12,+,4624,9077,255;0;0,2,75,149,0,4304,4699,8928,4229,1
21890ref,246,4625,JUNC00000003,3,+,246,4625,255;0;0,2,145,59,0,4320,391,4566,4175,1
21890ref,2403,6193,JUNC00000072,4,-,2403,6193,255;0;0,2,25,149,0,3641,2428,6044,3616,1
21890ref,2770,6230,JUNC00000082,2,-,2770,6230,255;0;0,2,113,149,0,3311,2883,6081,3198,1
21890ref,1906,5129,JUNC00000064,17,-,1906,5129,255;0;0,2,141,32,0,3191,2047,5097,3050,1
21890ref,1264,4362,JUNC00000048,18,+,1264,4362,255;0;0,2,147,39,0,3059,1411,4323,2912,1
21890ref,4739,7762,JUNC00000119,1,+,4739,7762,255;0;0,2,26,125,0,2898,4765,7637,2872,1
21890ref,4579,7534,JUNC00000115,17,+,4579,7534,255;0;0,2,145,149,0,2806,4724,7385,2661,1
21890ref,6480,9175,JUNC00000140,1,+,6480,9175,255;0;0,2,96,55,0,2640,6576,9120,2544,1
21890ref,4331,6248,JUNC00000108,8,+,4331,6248,255;0;0,2,47,148,0,1769,4378,6100,1722,1
21890ref,6105,7992,JUNC00000139,2,+,6105,7992,255;0;0,2,150,35,0,1852,6255,7957,1702,1
21890ref,6229,7792,JUNC00000137,1,+,6229,7792,255;0;0,2,20,131,0,1432,6249,7661,1412,1
21890ref,4174,5668,JUNC00000102,1,-,4174,5668,255;0;0,2,126,25,0,1469,4300,5643,1343,1
21890ref,979,2566,JUNC00000034,63,+,979,2566,255;0;0,2,148,148,0,1439,1127,2418,1291,1
21890ref,1004,2445,JUNC00000037,27,-,1004,2445,255;0;0,2,146,91,0,1350,1150,2354,1204,1
21890ref,4988,6153,JUNC00000122,1,-,4988,6153,255;0;0,2,142,9,0,1156,5130,6144,1014,1
21890ref,1727,2850,JUNC00000058,2,-,1727,2850,255;0;0,2,99,142,0,981,1826,2708,882,1
21890ref,8280,9158,JUNC00000167,3,+,8280,9158,255;0;0,2,149,148,0,730,8429,9010,581,1
21890ref,2356,3172,JUNC00000074,11,+,2356,3172,255;0;0,2,145,125,0,691,2501,3047,546,1
21890ref,6063,6678,JUNC00000134,4,-,6063,6678,255;0;0,2,143,49,0,566,6206,6629,423,1
21890ref,8562,9281,JUNC00000174,7,-,8562,9281,255;0;0,2,147,149,0,570,8709,9132,423,1
21890ref,3645,4187,JUNC00000094,2,-,3645,4187,255;0;0,2,102,49,0,493,3747,4138,391,1
21890ref,9078,9606,JUNC00000183,6,+,9078,9606,255;0;0,2,147,26,0,502,9225,9580,355,1
21890ref,4682,5181,JUNC00000118,1,+,4682,5181,255;0;0,2,83,68,0,431,4765,5113,348,1
21890ref,615,1235,JUNC00000014,43,+,615,1235,255;0;0,2,149,145,0,475,764,1090,326,1
21890ref,7407,8015,JUNC00000150,16,+,7407,8015,255;0;0,2,147,142,0,466,7554,7873,319,1
21890ref,871,1452,JUNC00000024,36,+,871,1452,255;0;0,2,144,144,0,437,1015,1308,293,1
21890ref,2389,2963,JUNC00000076,2,-,2389,2963,255;0;0,2,147,147,0,427,2536,2816,280,1
21890ref,2112,2617,JUNC00000067,5,-,2112,2617,255;0;0,2,79,148,0,357,2191,2469,278,1
21890ref,2661,3088,JUNC00000079,1,+,2661,3088,255;0;0,2,110,41,0,386,2771,3047,276,1
21890ref,4665,5073,JUNC00000117,1,+,4665,5073,255;0;0,2,100,51,0,357,4765,5022,257,1
21890ref,622,1133,JUNC00000013,33,+,622,1133,255;0;0,2,142,118,0,393,764,1015,251,1
21890ref,1639,2000,JUNC00000053,1,+,1639,2000,255;0;0,2,74,77,0,284,1713,1923,210,1
21890ref,4279,4639,JUNC00000106,3,+,4279,4639,255;0;0,2,85,66,0,294,4364,4573,209,1
21890ref,4238,4731,JUNC00000107,3,-,4238,4731,255;0;0,2,137,150,0,343,4375,4581,206,1
21890ref,5752,6256,JUNC00000127,2,+,5752,6256,255;0;0,2,149,150,0,354,5901,6106,205,1
21890ref,9179,9567,JUNC00000186,19,+,9179,9567,255;0;0,2,149,37,0,351,9328,9530,202,1
21890ref,6601,6953,JUNC00000141,1,+,6601,6953,255;0;0,2,101,50,0,302,6702,6903,201,1
21890ref,7999,8342,JUNC00000162,11,+,7999,8342,255;0;0,2,8,145,0,198,8007,8197,190,1
21890ref,701,1088,JUNC00000012,5,-,701,1088,255;0;0,2,56,148,0,239,757,940,183,1
21890ref,7610,8015,JUNC00000155,5,+,7610,8015,255;0;0,2,89,142,0,263,7699,7873,174,1
21890ref,7553,7905,JUNC00000154,5,+,7553,7905,255;0;0,2,146,38,0,314,7699,7867,168,1
21890ref,3886,4203,JUNC00000097,6,+,3886,4203,255;0;0,2,8,146,0,171,3894,4057,163,1
21890ref,7694,8002,JUNC00000159,1,+,7694,8002,255;0;0,2,143,8,0,300,7837,7994,157,1
21890ref,618,1018,JUNC00000008,17,+,618,1018,255;0;0,2,99,147,0,253,717,871,154,1
21890ref,2791,3195,JUNC00000083,2,+,2791,3195,255;0;0,2,102,148,0,256,2893,3047,154,1
21890ref,120,532,JUNC00000001,5,-,120,532,255;0;0,2,111,148,0,264,231,384,153,1
21890ref,3203,3402,JUNC00000091,3,-,3203,3402,255;0;0,2,25,23,0,176,3228,3379,151,1
21890ref,7259,7696,JUNC00000144,102,-,7259,7696,255;0;0,2,150,136,0,301,7409,7560,151,1
21890ref,781,1136,JUNC00000017,6,+,781,1136,255;0;0,2,65,148,0,207,846,988,142,1
21890ref,2817,3209,JUNC00000086,14,-,2817,3209,255;0;0,2,150,101,0,291,2967,3108,141,1
21890ref,689,980,JUNC00000009,1,+,689,980,255;0;0,2,49,102,0,189,738,878,140,1
21890ref,3772,4063,JUNC00000098,1,+,3772,4063,255;0;0,2,130,21,0,270,3902,4042,140,1
21890ref,3794,4082,JUNC00000096,1,-,3794,4082,255;0;0,2,53,98,0,190,3847,3984,137,1
21890ref,8367,8804,JUNC00000172,755,+,8367,8804,255;0;0,2,150,150,0,287,8517,8654,137,1
21890ref,4408,4720,JUNC00000112,15,-,4408,4720,255;0;0,2,131,46,0,266,4539,4674,135,1
21890ref,4032,4318,JUNC00000099,6,-,4032,4318,255;0;0,2,75,78,0,208,4107,4240,133,1
21890ref,8681,8965,JUNC00000173,1,+,8681,8965,255;0;0,2,27,124,0,160,8708,8841,133,1
21890ref,2887,3190,JUNC00000084,7,+,2887,3190,255;0;0,2,32,145,0,158,2919,3045,126,1
21890ref,841,1133,JUNC00000019,12,+,841,1133,255;0;0,2,37,131,0,161,878,1002,124,1
21890ref,448,721,JUNC00000006,5,+,448,721,255;0;0,2,86,65,0,208,534,656,122,1
21890ref,353,765,JUNC00000005,13,+,353,765,255;0;0,2,149,143,0,269,502,622,120,1
21890ref,3178,3421,JUNC00000093,1,+,3178,3421,255;0;0,2,98,27,0,216,3276,3394,118,1
21890ref,710,978,JUNC00000016,1,+,710,978,255;0;0,2,122,29,0,239,832,949,117,1
21890ref,5955,6230,JUNC00000130,12,+,5955,6230,255;0;0,2,150,10,0,265,6105,6220,115,1
21890ref,7620,7884,JUNC00000157,1,+,7620,7884,255;0;0,2,121,30,0,234,7741,7854,113,1
21890ref,2856,3110,JUNC00000087,30,+,2856,3110,255;0;0,2,144,8,0,246,3000,3102,102,1
21890ref,1291,1546,JUNC00000049,3,-,1291,1546,255;0;0,2,147,8,0,247,1438,1538,100,1
21890ref,1361,1758,JUNC00000052,1188,-,1361,1758,255;0;0,2,150,147,0,250,1511,1611,100,1
21890ref,2387,2685,JUNC00000075,3,-,2387,2685,255;0;0,2,149,49,0,249,2536,2636,100,1
21890ref,7079,7362,JUNC00000143,6,-,7079,7362,255;0;0,2,39,148,0,135,7118,7214,96,1
21890ref,608,998,JUNC00000011,8,-,608,998,255;0;0,2,149,147,0,243,757,851,94,1
21890ref,720,1026,JUNC00000015,3,-,720,1026,255;0;0,2,65,148,0,158,785,878,93,1
21890ref,9217,9459,JUNC00000187,1,+,9217,9459,255;0;0,2,125,26,0,216,9342,9433,91,1
21890ref,1722,2056,JUNC00000057,20,-,1722,2056,255;0;0,2,104,144,0,190,1826,1912,86,1
21890ref,1386,1622,JUNC00000051,2,-,1386,1622,255;0;0,2,120,31,0,205,1506,1591,85,1
21890ref,1077,1344,JUNC00000041,11,+,1077,1344,255;0;0,2,147,39,0,228,1224,1305,81,1
21890ref,10084,10285,JUNC00000191,2,+,10084,10285,255;0;0,2,27,93,0,108,10111,10192,81,1
21890ref,7557,7812,JUNC00000152,25,+,7557,7812,255;0;0,2,79,101,0,154,7636,7711,75,1
21890ref,1754,1943,JUNC00000055,1,+,1754,1943,255;0;0,2,39,77,0,112,1793,1866,73,1
21890ref,1721,1986,JUNC00000054,2,-,1721,1986,255;0;0,2,48,148,0,117,1769,1838,69,1
21890ref,8783,9088,JUNC00000177,3,+,8783,9088,255;0;0,2,145,91,0,214,8928,8997,69,1
21890ref,7362,7624,JUNC00000147,260,-,7362,7624,255;0;0,2,149,46,0,216,7511,7578,67,1
21890ref,7347,7702,JUNC00000146,4,+,7347,7702,255;0;0,2,147,142,0,213,7494,7560,66,1
21890ref,1663,2023,JUNC00000056,2,-,1663,2023,255;0;0,2,146,149,0,211,1809,1874,65,1
21890ref,4942,5157,JUNC00000121,1,-,4942,5157,255;0;0,2,124,27,0,188,5066,5130,64,1
21890ref,5698,5994,JUNC00000125,2,+,5698,5994,255;0;0,2,143,89,0,207,5841,5905,64,1
21890ref,8291,8644,JUNC00000170,117,+,8291,8644,255;0;0,2,147,143,0,210,8438,8501,63,1
21890ref,1763,1934,JUNC00000059,2,-,1763,1934,255;0;0,2,87,22,0,149,1850,1912,62,1
21890ref,2220,2477,JUNC00000068,4,+,2220,2477,255;0;0,2,46,150,0,107,2266,2327,61,1
21890ref,2917,3148,JUNC00000088,2,+,2917,3148,255;0;0,2,130,40,0,191,3047,3108,61,1
21890ref,4317,4529,JUNC00000105,2,+,4317,4529,255;0;0,2,45,106,0,106,4362,4423,61,1
21890ref,7599,7846,JUNC00000156,2,+,7599,7846,255;0;0,2,129,57,0,190,7728,7789,61,1
21890ref,6835,7046,JUNC00000142,1,-,6835,7046,255;0;0,2,90,61,0,150,6925,6985,60,1
21890ref,950,1167,JUNC00000027,7,-,950,1167,255;0;0,2,149,9,0,208,1099,1158,59,1
21890ref,4206,4539,JUNC00000103,2,-,4206,4539,255;0;0,2,144,131,0,202,4350,4408,58,1
21890ref,4480,4694,JUNC00000111,4,-,4480,4694,255;0;0,2,17,139,0,75,4497,4555,58,1
21890ref,8463,8644,JUNC00000171,1,+,8463,8644,255;0;0,2,25,98,0,83,8488,8546,58,1
21890ref,9034,9245,JUNC00000181,5,+,9034,9245,255;0;0,2,145,8,0,203,9179,9237,58,1
21890ref,956,1259,JUNC00000028,1212,-,956,1259,255;0;0,2,145,101,0,202,1101,1158,57,1
21890ref,1309,1661,JUNC00000050,6,-,1309,1661,255;0;0,2,149,149,0,203,1458,1512,54,1
21890ref,1717,2060,JUNC00000062,5,-,1717,2060,255;0;0,2,143,146,0,197,1860,1914,54,1
21890ref,826,1171,JUNC00000022,47,+,826,1171,255;0;0,2,143,149,0,196,969,1022,53,1
21890ref,8282,8630,JUNC00000169,2,+,8282,8630,255;0;0,2,149,146,0,202,8431,8484,53,1
21890ref,1798,2041,JUNC00000061,9,-,1798,2041,255;0;0,2,62,129,0,114,1860,1912,52,1
21890ref,5656,5848,JUNC00000123,2,+,5656,5848,255;0;0,2,92,48,0,144,5748,5800,52,1
21890ref,8232,8435,JUNC00000166,2,-,8232,8435,255;0;0,2,50,101,0,102,8282,8334,52,1
21890ref,7389,7591,JUNC00000145,1,-,7389,7591,255;0;0,2,38,113,0,89,7427,7478,51,1
21890ref,6073,6366,JUNC00000133,5,+,6073,6366,255;0;0,2,98,146,0,147,6171,6220,49,1
21890ref,4957,5155,JUNC00000120,1,-,4957,5155,255;0;0,2,8,143,0,55,4965,5012,47,1
